Database|Continent|Reference|Sample_ID|Age|d18O|d18O_2sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-06|523|7.9|0.4|0.00003|0.282379|0.000024|-2.7|0.9|1466
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-07|615|4.5|0.4|0.00203|0.282431|0.000032|0.4|1.1|1339
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-08|789|6.9|0.4|0.00056|0.281677|0.000027|-21.9|1.0|2897
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-09|577|10.2|0.4|0.00021|0.282273|0.000023|-5.3|0.8|1677
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-10|575|14.3|0.4|0.00140|0.282245|0.000039|-6.8|1.4|1772
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-11|544|6.2|0.4|0.00131|0.281567|0.000040|-31.4|1.4|3305
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-12|611|6.8|0.5|0.00036|0.281390|0.000028|-35.9|1.0|3632
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-13a|595|7.8|0.5|0.00027|0.282168|0.000024|-8.7|0.8|1906
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-13b|549|7.2|0.6|0.00025|0.282159|0.000025|-10.0|0.9|1954
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-14|564|9.0|0.6|0.00018|0.282274|0.000028|-5.6|1.0|1682
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-15|543|8.1|0.6|0.00108|0.282516|0.000038|2.2|1.4|1162
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-16|2494|6.2|0.7|0.00095|0.281136|0.000037|-3.3|1.3|3087
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-17|1049|10.4|0.6|0.00078|0.282224|0.000048|3.1|1.7|1512
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-18|527|6.2|0.7|0.00044|0.282001|0.000046|-16.2|1.6|2329
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-19|1018|10.0|0.6|0.00198|0.282068|0.000034|-3.9|1.2|1940
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-20|493|10.7|0.6|0.00141|0.282244|0.000047|-8.6|1.7|1820
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-21|876|7.6|0.6|0.00050|0.282361|0.000032|4.3|1.1|1296
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-22|608|10.7|0.6|0.00064|0.282383|0.000021|-0.9|0.7|1418
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-23|576|3.4|0.6|0.00015|0.282401|0.000021|-0.8|0.8|1385
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-24|3523|5.7|0.6|0.00051|0.280582|0.000026|1.7|0.9|3613
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-25|507|10.9|0.5|0.00049|0.282393|0.000023|-2.7|0.8|1452
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-26|587|7.4|0.5|0.00031|0.281693|0.000024|-25.7|0.8|2977
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-27|583|8.3|0.5|0.00085|0.282471|0.000023|1.6|0.8|1236
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-28|578|6.7|0.5|0.00030|0.282487|0.000021|2.3|0.7|1188
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-29a|489|7.0|0.6|0.00043|0.282442|0.000020|-1.4|0.7|1351
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-29b|496|6.1|0.6|0.00044|0.282441|0.000022|-1.3|0.8|1350
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-30|2965|5.0|0.4|0.00051|0.280766|0.000021|-4.8|0.8|3561
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-31|590|7.7|0.5|0.00100|0.282072|0.000021|-12.5|0.8|2145
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-32|475|6.9|0.4|0.00067|0.281108|0.000029|-49.0|1.0|4336
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-33|517|8.7|0.4|0.00104|0.282438|0.000022|-1.1|0.8|1356
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-34|522|7.5|0.4|0.00032|0.282282|0.000024|-6.3|0.9|1693
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-35|1048|9.6|0.4|0.00097|0.282117|0.000022|-0.8|0.8|1764
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-36|2482|6.2|0.4|0.00061|0.281142|0.000029|-2.8|1.0|3045
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-37a|1788|8.6|0.4|0.00160|0.281594|0.000023|-3.7|0.8|2545
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-37b|1701|8.9|0.4|0.00048|0.281583|0.000020|-4.7|0.7|2539
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-38|587|10.3|0.4|0.00103|0.282072|0.000024|-12.5|0.9|2146
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-39|621|9.5|0.4|0.00006|0.282180|0.000018|-7.6|0.6|1856
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-40|522|12.4|0.4|0.00004|0.282103|0.000021|-12.5|0.7|2094
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-41|509|8.8|0.4|0.00200|0.282309|0.000027|-6.2|1.0|1676
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-42|597|8.0|0.3|0.00023|0.281766|0.000025|-22.8|0.9|2807
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-43|579|6.7|0.3|0.00014|0.281887|0.000015|-18.9|0.5|2545
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-44|516|8.1|0.3|0.00065|0.282416|0.000023|-1.8|0.8|1398
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-45a|482|11.4|0.3|0.00145|0.282306|0.000023|-6.7|0.8|1687
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-45b|749|11.6|0.3|0.00166|0.282282|0.000018|-1.9|0.7|1593
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-46|511|8.4|0.3|0.00021|0.282381|0.000020|-3.0|0.7|1473
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-47|582|7.8|0.3|0.00027|0.282364|0.000021|-2.0|0.7|1467
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-48|1631|3.7|0.3|0.00056|0.281876|0.000024|4.0|0.9|1929
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-49a|596|6.9|0.3|0.00031|0.281706|0.000018|-25.0|0.6|2944
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-49b|610|7.1|0.3|0.00050|0.281687|0.000024|-25.5|0.9|2982
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-50|570|6.5|0.3|0.00087|0.282270|0.000021|-5.8|0.7|1703
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-51|564|8.4|0.3|0.00048|0.282319|0.000023|-4.1|0.8|1586
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-52|795|6.1|0.3|0.00191|0.282398|0.000026|3.1|0.9|1310
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-53|647|6.9|0.3|0.00020|0.282335|0.000023|-1.6|0.8|1491
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-54a|555|7.2|0.4|0.00025|0.282064|0.000018|-13.2|0.6|2166
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-54b|554|7.0|0.4|0.00026|0.282030|0.000021|-14.4|0.7|2242
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-55|1842|9.0|0.4|0.00046|0.281295|0.000021|-11.7|0.7|3091
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-56|585|7.2|0.4|0.00012|0.282095|0.000019|-11.4|0.7|2073
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-57|553|10.0|0.4|0.00046|0.282493|0.000066|1.8|2.3|1195
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-58|544|9.1|0.4|0.00004|0.282469|0.000020|1.0|0.7|1245
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-59|744|7.9|0.4|0.00134|0.282418|0.000022|3.0|0.8|1276
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-60|536|8.7|0.4|0.00018|0.282100|0.000020|-12.3|0.7|2094
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-61|547|7.6|0.4|0.00015|0.282097|0.000017|-12.2|0.6|2093
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-62|503|12.3|0.4|0.00003|0.282167|0.000019|-10.7|0.7|1960
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-63|595|7.5|0.4|0.00077|0.281975|0.000033|-15.7|1.2|2353
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-64|1080|6.9|0.4|0.00073|0.282102|0.000025|-0.5|0.9|1769
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-65|550|6.0|0.4|0.00010|0.282540|0.000028|3.5|1.0|1081
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-66|562|8.1|0.4|0.00008|0.282513|0.000016|2.9|0.6|1135
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-67|573|6.5|0.4|0.00041|0.281741|0.000019|-24.3|0.7|2882
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-68|534|8.0|0.4|0.00059|0.281984|0.000032|-16.7|1.1|2367
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-69a|572|6.4|0.4|0.00006|0.282172|0.000017|-9.0|0.6|1907
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-69b|539|6.1|0.4|0.00012|0.282170|0.000015|-9.8|0.5|1932
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-70|573|8.7|0.4|0.00047|0.282286|0.000023|-5.1|0.8|1657
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-71|1118|6.1|0.4|0.00096|0.282300|0.000024|7.2|0.8|1305
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-72|2682|6.4|0.4|0.00035|0.280906|0.000026|-6.1|0.9|3413
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-73|542|5.9|0.4|0.00044|0.282598|0.000016|5.3|0.6|959
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-74|458|7.9|0.4|0.00221|0.282393|0.000038|-4.3|1.3|1519
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-75|583|8.9|0.4|0.00097|0.282131|0.000022|-10.5|0.8|2014
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-76|584|7.1|0.4|0.00042|0.282042|0.000023|-13.4|0.8|2201
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-77|3085|3.1|0.4|0.00277|0.281154|0.000066|7.0|2.4|3085
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-78|581|8.0|0.4|0.00033|0.282214|0.000020|-7.4|0.7|1811
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-79|610|9.5|0.4|0.00116|0.282455|0.000027|1.5|1.0|1264
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-80|552|11.0|0.4|0.00003|0.282109|0.000017|-11.6|0.6|2061
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-81|590|11.1|0.4|0.00011|0.282075|0.000040|-12.0|1.4|2116
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-82|544|5.9|0.4|0.00037|0.281918|0.000022|-18.7|0.8|2504
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-83|550|5.9|0.4|0.00056|0.282378|0.000023|-2.3|0.8|1462
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-84|604|6.2|0.4|0.00018|0.281893|0.000023|-18.2|0.8|2519
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-85a|627|8.4|0.4|0.00106|0.282445|0.000026|1.5|0.9|1275
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-85b|617|8.4|0.4|0.00074|0.282424|0.000020|0.7|0.7|1320
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-86|565|7.2|0.4|0.00026|0.281873|0.000021|-19.8|0.7|2589
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-87a|530|4.0|0.4|0.00120|0.282418|0.000022|-1.6|0.8|1398
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-87b|529|4.2|0.4|0.00113|0.282416|0.000023|-1.7|0.8|1402
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.L4.1|2005|6.4|0.3|0.00013|0.281277|0.000026|-8.2|0.9|3001
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.L7.1|614|9.0|0.4|0.00056|0.281937|0.000026|-16.5|0.9|2422
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.L8.1|500|6.7|0.4|0.00157|0.282254|0.000014|-8.2|0.5|1798
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.1|556|8.2|0.3|0.00064|0.282250|0.000014|-6.8|0.5|1753
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.2|2723|5.8|0.5|0.00157|0.281057|0.000016|-2.0|0.6|3194
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.3|2289|7.8|0.3|0.00043|0.281230|0.000012|-3.8|0.4|2952
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.5|1073|5.4|0.7|0.00130|0.281610|0.000016|-18.5|0.6|2906
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.7|563|5.8|0.5|0.00132|0.282305|0.000012|-4.9|0.4|1640
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.8a|663|5.4|0.4|0.00048|0.282501|0.000014|4.6|0.5|1108
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.9|1231|5.7|0.4|0.00064|0.282110|0.000014|3.2|0.5|1653
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.11|3463|7.4|0.5|0.00074|0.280567|0.000012|-0.8|0.4|3717
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.12|2213|5.3|0.4|0.00013|0.281153|0.000010|-7.8|0.4|3143
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.13|501|9.6|0.7|0.00099|0.282170|0.000016|-10.9|0.6|1975
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.16|490|5.6|0.4|0.00090|0.282195|0.000016|-10.2|0.6|1923
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.17|2297|6.5|0.5|0.00086|0.281189|0.000010|-5.7|0.4|3080
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.18|2197|7.7|0.4|0.00034|0.281148|0.000016|-8.7|0.6|3184
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.19|1072|8.3|0.4|0.00083|0.281710|0.000010|-14.6|0.4|2662
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|CM1.20|492|7.5|0.4|0.00074|0.282152|0.000018|-11.7|0.6|2016
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.1|534|10.2|0.5|0.00008|0.282440|0.000040|-0.3|1.4|1320
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.1.5a|1251|7.1|0.5|0.00139|0.282122|0.000034|3.5|1.2|1653
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.2|2075|6.6|0.5|0.00064|0.281290|0.000064|-6.9|2.3|2972
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.3|1004|4.0|0.4|0.00082|0.282265|0.000060|3.6|2.1|1448
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.3a|473|9.4|0.4|0.00073|0.282253|0.000052|-8.5|1.8|1799
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.3b|473|10.5|0.4|0.00115|0.282284|0.000026|-7.5|0.9|1737
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.4|442|8.8|0.5|0.00075|0.282168|0.000048|-12.2|1.7|2011
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.5|1126|9.9|0.4|0.00075|0.281995|0.000034|-3.3|1.2|1984
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.6|456|5.8|0.4|0.00053|0.281756|0.000024|-26.4|0.9|2922
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.7|1183|7.7|0.9|0.00078|0.281843|0.000068|-7.4|2.4|2294
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.9a|697|7.5|0.4|0.00059|0.282264|0.000052|-3.1|1.8|1632
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.10|1096|6.1|0.3|0.00081|0.282230|0.000056|4.4|2.0|1471
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.13|645|7.5|0.6|0.00091|0.282415|0.000022|0.9|0.8|1328
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.15|2160|7.0|0.5|0.00073|0.281215|0.000048|-7.7|1.7|3095
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.15b|2160|7.4|0.4|0.00084|0.281238|0.000028|-7.1|1.0|3053
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.16|947|7.6|0.4|0.00091|0.282279|0.000052|2.7|1.8|1455
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.16b|947|8.7|0.6|0.00091|0.282279|0.000052|2.7|1.8|1455
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.18|567|5.8|0.5|0.00043|0.282378|0.000044|-1.9|1.6|1449
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.21a|514|7.3|0.6|0.00015|0.281614|0.000056|-30.0|2.0|3194
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.21b|514|7.4|0.6|0.00106|0.282089|0.000098|-13.5|3.5|2152
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.22|552|7.9|0.6|0.00086|0.282357|0.000052|-3.1|1.8|1516
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.23|449|7.4|0.3|0.00154|0.282238|0.000048|-9.8|1.7|1863
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|KK1.25|606|7.9|0.4|0.00057|0.282037|0.000052|-13.2|1.8|2202
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.1a|599|5.8|0.5|0.00063|0.281595|0.000020|-29.0|0.7|3195
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.4|2302|6.4|0.4|0.00057|0.281229|0.000022|-3.8|0.8|2960
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.5|509|7.9|0.2|0.00063|0.282151|0.000024|-11.3|0.9|2006
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.7|553|6.6|0.4|0.00137|0.282282|0.000016|-6.0|0.6|1699
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.8|450|8.1|0.7|0.00108|0.282199|0.000010|-11.0|0.4|1942
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.11|2337|6.2|0.6|0.00137|0.281225|0.000026|-4.4|0.9|3026
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.12|2019|5.7|0.7|0.00104|0.281383|0.000014|-5.4|0.5|2834
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.13|602|5.6|0.5|0.00023|0.281774|0.000010|-22.4|0.4|2786
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.14|568|6.4|0.4|0.00036|0.282465|0.000012|1.2|0.4|1247
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.16|2255|5.6|0.3|0.00087|0.281287|0.000018|-3.2|0.6|2889
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.19|578|6.3|0.4|0.00029|0.282297|0.000016|-4.5|0.6|1623
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.20|1155|4.3|0.8|0.00038|0.281863|0.000016|-7.0|0.6|2246
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.22|2767|5.2|0.4|0.00039|0.280939|0.000020|-3.0|0.7|3291
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.26a|587|6.2|0.9|0.00023|0.282350|0.000012|-2.4|0.4|1495
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.27|688|9.1|0.4|0.00041|0.282240|0.000016|-4.1|0.6|1687
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.30|575|7.6|0.4|0.00105|0.282403|0.000028|-1.1|1.0|1402
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB1.31|1200|4.9|0.5|0.00060|0.282156|0.000014|4.2|0.5|1565
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.1|504|9.8|0.4|0.00133|0.282158|0.000062|-11.4|2.2|2008
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.9|2538|5.3|0.4|0.00055|0.281140|0.000020|-1.5|0.7|3008
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.12|470|8.6|0.4|0.00080|0.282113|0.000014|-13.6|0.5|2119
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.14|460|9.0|0.5|0.00181|0.282237|0.000022|-9.7|0.8|1864
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.16|2743|4.6|0.4|0.00113|0.280955|0.000012|-4.4|0.4|3356
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.17|2021|5.9|0.5|0.00040|0.281321|0.000012|-6.7|0.4|2917
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.18|542|5.5|0.6|0.00061|0.282204|0.000016|-8.7|0.6|1865
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.25|506|9.4|0.6|0.00138|0.282231|0.000014|-8.8|0.5|1842
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.29|2298|5.2|0.6|0.00026|0.281177|0.000016|-5.2|0.6|3048
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB3.3.30|3150|4.1|0.6|0.00127|0.280885|0.000014|2.1|0.5|3283
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.1a|481|7.1|0.5|0.00117|0.282272|0.000022|-7.8|0.8|1760
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.3|1818|5.1|0.6|0.00136|0.281454|0.000028|-7.7|1.0|2821
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.6|1118|7.6|0.2|0.00011|0.281281|0.000012|-28.3|0.4|3552
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.7|612|10.1|0.3|0.00117|0.282206|0.000014|-7.3|0.5|1832
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.8a|979|5.0|0.3|0.00200|0.282233|0.000018|1.1|0.6|1586
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.10|442|7.0|0.3|0.00150|0.282242|0.000014|-9.8|0.5|1857
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.17|546|9.2|0.4|0.00102|0.282121|0.000016|-11.7|0.6|2060
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.16|557|7.0|0.7|0.00027|0.282484|0.000012|1.7|0.4|1208
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.18|444|7.5|0.5|0.00121|0.282315|0.000016|-7.1|0.6|1685
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.20|491|8.2|0.3|0.00101|0.282204|0.000018|-9.9|0.6|1905
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.21|495|9.6|0.4|0.00076|0.282292|0.000012|-6.7|0.4|1697
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.24|676|5.4|0.4|0.00043|0.282403|0.000022|1.4|0.8|1323
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.25|648|5.8|0.3|0.00144|0.282442|0.000018|1.7|0.6|1279
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|BB6.56|572|9.7|0.4|0.00055|0.281924|0.000016|-17.9|0.6|2477
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.1a|1048|4.8|0.6|0.00138|0.282273|0.000020|4.4|0.7|1428
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.2|563|7.8|0.5|0.00104|0.282179|0.000024|-9.3|0.9|1919
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.5|896|6.7|0.4|0.00095|0.282273|0.000018|1.4|0.6|1501
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.6|612|6.2|0.3|0.00109|0.282476|0.000022|2.3|0.8|1213
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.8|1400|8.8|0.6|0.00026|0.281670|0.000012|-8.2|0.4|2519
