Database|Continent|Reference|Sample_ID|Age|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-22|335|0.00087|0.282936|0.000027|12.6|0.9|335
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-23|308|0.00076|0.282612|0.000031|0.6|1.1|1078
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-24|310|0.00099|0.282617|0.00005|0.7|1.8|1071
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-25|245|0.00117|0.282766|0.000039|4.6|1.4|768
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-26|548|0.00012|0.282418|0.000035|-0.8|1.2|1363
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-28|313|0.00071|0.282578|0.000052|-0.5|1.9|1154
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-29|561|0.00035|0.281831|0.000028|-21.4|1|2688
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-30|1081|0.00127|0.282283|0.000036|5.6|1.3|1381
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-31|388|0.00058|0.282675|0.000031|4.6|1.1|881
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-33|304|0.00138|0.282594|0.000027|-0.3|0.9|1131
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-34|305|0.0019|0.282668|0.000044|2.3|1.5|968
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-35|335|0.00145|0.282925|0.000051|12.1|1.8|347
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-36|323|0.00079|0.282645|0.00003|2.1|1.1|995
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-37|248|0.00098|0.282743|0.000025|3.9|0.9|815
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-38|507|0.00149|0.282371|0.00004|-3.8|1.4|1525
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-39|371|0.00126|0.28249|0.000027|-2.5|0.9|1329
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-40|1125|0.00039|0.282139|0.000021|2.1|0.7|1640
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-42|284|0.00129|0.282731|0.000049|4.2|1.7|826
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-43|1496|0.00106|0.281737|0.000046|-4.5|1.6|2359
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-45|330|0.00134|0.282898|0.000037|11|1.3|412
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2346-46|321|0.0011|0.282649|0.000034|2.1|1.2|990
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-01|489|0.00057|0.281966|0.000025|-18.3|0.9|2433
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-02|518|0.00059|0.28181|0.000031|-23.2|1.1|2767
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-03|987|0.00041|0.282231|0.000022|2.2|0.8|1519
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-04|1023|0.00105|0.282258|0.000036|3.6|1.3|1462
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-05|902|0.00106|0.282466|0.000038|8.2|1.3|1061
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-06|523|0.00003|0.282379|0.000024|-2.7|0.9|1466
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-07|615|0.00203|0.282431|0.000032|0.4|1.1|1339
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-08|789|0.00056|0.281677|0.000027|-21.9|1|2897
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-09|577|0.00021|0.282273|0.000023|-5.3|0.8|1677
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-10|575|0.0014|0.282245|0.000039|-6.8|1.4|1772
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-11|544|0.00131|0.281567|0.00004|-31.4|1.4|3305
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-12|611|0.00036|0.28139|0.000028|-35.9|1|3632
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-13a|595|0.00027|0.282168|0.000024|-8.7|0.8|1906
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-13b|549|0.00025|0.282159|0.000025|-10|0.9|1954
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-14|564|0.00018|0.282274|0.000028|-5.6|1|1682
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-15|543|0.00108|0.282516|0.000038|2.2|1.4|1162
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-16|2494|0.00095|0.281136|0.000037|-3.3|1.3|3087
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-17|1049|0.00078|0.282224|0.000048|3.1|1.7|1512
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-18|527|0.00044|0.282001|0.000046|-16.2|1.6|2329
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-19|1018|0.00198|0.282068|0.000034|-3.9|1.2|1940
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-20|493|0.00141|0.282244|0.000047|-8.6|1.7|1820
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-21|876|0.0005|0.282361|0.000032|4.3|1.1|1296
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-22|608|0.00064|0.282383|0.000021|-0.9|0.7|1418
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-23|576|0.00015|0.282401|0.000021|-0.8|0.8|1385
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-24|3523|0.00051|0.280582|0.000026|1.7|0.9|3613
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-25|507|0.00049|0.282393|0.000023|-2.7|0.8|1452
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-26|587|0.00031|0.281693|0.000024|-25.7|0.8|2977
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-27|583|0.00085|0.282471|0.000023|1.6|0.8|1236
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-28|578|0.0003|0.282487|0.000021|2.3|0.7|1188
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-29a|489|0.00043|0.282442|0.00002|-1.4|0.7|1351
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-29b|496|0.00044|0.282441|0.000022|-1.3|0.8|1350
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-30|2965|0.00051|0.280766|0.000021|-4.8|0.8|3561
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-31|590|0.001|0.282072|0.000021|-12.5|0.8|2145
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-32|475|0.00067|0.281108|0.000029|-49|1|4336
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-33|517|0.00104|0.282438|0.000022|-1.1|0.8|1356
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-34|522|0.00032|0.282282|0.000024|-6.3|0.9|1693
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-35|1048|0.00097|0.282117|0.000022|-0.8|0.8|1764
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-36|2482|0.00061|0.281142|0.000029|-2.8|1|3045
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-37a|1788|0.0016|0.281594|0.000023|-3.7|0.8|2545
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-37b|1701|0.00048|0.281583|0.00002|-4.7|0.7|2539
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-38|587|0.00103|0.282072|0.000024|-12.5|0.9|2146
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-39|621|0.00006|0.28218|0.000018|-7.6|0.6|1856
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-40|522|0.00004|0.282103|0.000021|-12.5|0.7|2094
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-41|509|0.002|0.282309|0.000027|-6.2|1|1676
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-42|597|0.00023|0.281766|0.000025|-22.8|0.9|2807
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-43|579|0.00014|0.281887|0.000015|-18.9|0.5|2545
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-44|516|0.00065|0.282416|0.000023|-1.8|0.8|1398
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-45a|482|0.00145|0.282306|0.000023|-6.7|0.8|1687
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-45b|749|0.00166|0.282282|0.000018|-1.9|0.7|1593
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-46|511|0.00021|0.282381|0.00002|-3|0.7|1473
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-47|582|0.00027|0.282364|0.000021|-2|0.7|1467
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-48|1631|0.00056|0.281876|0.000024|4|0.9|1929
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-49a|596|0.00031|0.281706|0.000018|-25|0.6|2944
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-49b|610|0.0005|0.281687|0.000024|-25.5|0.9|2982
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-50|570|0.00087|0.28227|0.000021|-5.8|0.7|1703
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-51|564|0.00048|0.282319|0.000023|-4.1|0.8|1586
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-52|795|0.00191|0.282398|0.000026|3.1|0.9|1310
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-53|647|0.0002|0.282335|0.000023|-1.6|0.8|1491
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-54a|555|0.00025|0.282064|0.000018|-13.2|0.6|2166
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-54b|554|0.00026|0.28203|0.000021|-14.4|0.7|2242
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-55|1842|0.00046|0.281295|0.000021|-11.7|0.7|3091
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-56|585|0.00012|0.282095|0.000019|-11.4|0.7|2073
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-58|544|0.00004|0.282469|0.00002|1|0.7|1245
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-59|744|0.00134|0.282418|0.000022|3|0.8|1276
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-60|536|0.00018|0.2821|0.00002|-12.3|0.7|2094
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-61|547|0.00015|0.282097|0.000017|-12.2|0.6|2093
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-62|503|0.00003|0.282167|0.000019|-10.7|0.7|1960
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-63|595|0.00077|0.281975|0.000033|-15.7|1.2|2353
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-64|1080|0.00073|0.282102|0.000025|-0.5|0.9|1769
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-65|550|0.0001|0.28254|0.000028|3.5|1|1081
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-66|562|0.00008|0.282513|0.000016|2.9|0.6|1135
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-67|573|0.00041|0.281741|0.000019|-24.3|0.7|2882
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-68|534|0.00059|0.281984|0.000032|-16.7|1.1|2367
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-69a|572|0.00006|0.282172|0.000017|-9|0.6|1907
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-69b|539|0.00012|0.28217|0.000015|-9.8|0.5|1932
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-70|573|0.00047|0.282286|0.000023|-5.1|0.8|1657
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-71|1118|0.00096|0.2823|0.000024|7.2|0.8|1305
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-72|2682|0.00035|0.280906|0.000026|-6.1|0.9|3413
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-73|542|0.00044|0.282598|0.000016|5.3|0.6|959
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-74|458|0.00221|0.282393|0.000038|-4.3|1.3|1519
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-75|583|0.00097|0.282131|0.000022|-10.5|0.8|2014
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-76|584|0.00042|0.282042|0.000023|-13.4|0.8|2201
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-78|581|0.00033|0.282214|0.00002|-7.4|0.7|1811
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-79|610|0.00116|0.282455|0.000027|1.5|1|1264
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-80|552|0.00003|0.282109|0.000017|-11.6|0.6|2061
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-81|590|0.00011|0.282075|0.00004|-12|1.4|2116
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-82|544|0.00037|0.281918|0.000022|-18.7|0.8|2504
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-83|550|0.00056|0.282378|0.000023|-2.3|0.8|1462
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-84|604|0.00018|0.281893|0.000023|-18.2|0.8|2519
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-85a|627|0.00106|0.282445|0.000026|1.5|0.9|1275
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-85b|617|0.00074|0.282424|0.00002|0.7|0.7|1320
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-86|565|0.00026|0.281873|0.000021|-19.8|0.7|2589
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-87a|530|0.0012|0.282418|0.000022|-1.6|0.8|1398
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2436-87b|529|0.00113|0.282416|0.000023|-1.7|0.8|1402
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-01|122|0.00124|0.282894|0.00004|6.5|1.4|544
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-02|414|0.00083|0.282384|0.000042|-5.2|1.5|1539
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-03|1190|0.00067|0.28212|0.00003|2.7|1.1|1656
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-04|402|0.00094|0.282565|0.000033|0.9|1.2|1132
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-05a|520|0.00001|0.282039|0.000034|-14.8|1.2|2237
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-05b|536|0.00002|0.282026|0.000054|-14.9|1.9|2258
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-06|113|0.00049|0.28291|0.000035|6.9|1.2|509
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-07|216|0.00111|0.282811|0.000036|5.6|1.3|680
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-08|104|0.00063|0.28293|0.000029|7.4|1|469
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-09|103|0.00073|0.28293|0.00004|7.4|1.4|469
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-10|102|0.00067|0.282809|0.000036|3.1|1.3|751
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-11|2662|0.00035|0.281126|0.000029|1.2|1|2939
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-12|418|0.00075|0.282288|0.000033|-8.5|1.2|1754
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-13|124|0.00085|0.282936|0.000033|8|1.2|444
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-14|467|0.00123|0.282406|0.000055|-3.4|2|1464
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-15|112|0.00071|0.282935|0.000037|7.7|1.3|453
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-16|117|0.00083|0.282884|0.000026|6|0.9|569
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-17|108|0.00077|0.282947|0.000024|8.1|0.8|428
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-18|242|0.00043|0.282794|0.000033|5.6|1.2|697
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-19|419|0.00092|0.282375|0.000039|-5.4|1.4|1557
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-20|1648|0.00068|0.281841|0.000024|3|0.9|2005
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-21|464|0.00159|0.282567|0.000039|2.1|1.4|1104
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-22a|194|0.00127|0.282852|0.000031|6.5|1.1|598
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-22b|193|0.00147|0.282907|0.000057|8.4|2|473
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-24|1015|0.00048|0.282212|0.000024|2.1|0.9|1549
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-25|108|0.00135|0.282847|0.000026|4.5|0.9|663
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-26|107|0.00081|0.282933|0.000032|7.6|1.1|460
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-27|115|0.00071|0.282914|0.000027|7|1|500
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-28|247|0.00086|0.282728|0.000049|3.3|1.7|851
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-29|101|0.00083|0.282815|0.000027|3.3|1|738
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-30a|560|0.00012|0.282374|0.000027|-2.1|0.9|1456
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-30b|551|0.0002|0.28235|0.000025|-3.2|0.9|1518
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-31a|121|0.00079|0.2829|0.000035|6.7|1.2|528
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-31b|119|0.00087|0.282862|0.000027|5.3|1|618
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-32|135|0.00056|0.282942|0.000025|8.5|0.9|421
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-33a|107|0.00054|0.282871|0.00003|5.4|1.1|604
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-33b|105|0.00074|0.28293|0.000024|7.4|0.9|469
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-34|520|0.00009|0.281613|0.000023|-29.9|0.8|3193
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-35|527|0.00007|0.281518|0.000019|-33.1|0.7|3396
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-36|1334|0.00011|0.28168|0.000025|-9.2|0.9|2530
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-37a|524|0.00006|0.282315|0.000024|-5|0.9|1612
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-37b|559|0.00005|0.282308|0.00002|-4.4|0.7|1604
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-38|539|0.00017|0.282476|0.000024|1|0.8|1235
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-39|474|0.00062|0.282208|0.000025|-10|0.9|1897
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-40a|625|0.00075|0.282378|0.000023|-0.7|0.8|1420
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-40b|592|0.00031|0.282344|0.000023|-2.5|0.8|1509
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-41|551|0.00021|0.282454|0.000023|0.5|0.8|1279
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-42|550|0.00004|0.282421|0.000017|-0.6|0.6|1352
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-43|512|0.00002|0.28232|0.000023|-5|0.8|1606
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-44|547|0.00045|0.282373|0.000033|-2.5|1.2|1473
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-45|108|0.0003|0.282873|0.000035|5.5|1.2|597
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-46|113|0.00013|0.282937|0.000033|7.9|1.2|443
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-47|2192|0.00075|0.281223|0.000055|-6.7|2|3058
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-48|110|0.00087|0.282981|0.00004|9.3|1.4|347
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-49|105|0.00041|0.282943|0.000029|7.9|1|437
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-50|136|0.00054|0.283029|0.000039|11.6|1.4|218
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-51|544|0.00003|0.282492|0.000034|1.7|1.2|1194
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-52a|580|0.00131|0.282445|0.00005|0.4|1.8|1309
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-52b|575|0.00049|0.282406|0.000042|-0.8|1.5|1381
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-53|101|0.00048|0.282912|0.000051|6.7|1.8|511
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-54|586|0.0009|0.28215|0.000036|-9.8|1.3|1969
Dhuime et al., 2012 Science|Australia|Dhuime et al., 2012 Science|2606-55a|559|0.00043|0.282174|0.000029|-9.3|1|1917
