Database|Reference|Continent|Locality|Sample_ID|Age|Age_1sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf(T)|Tdm_Crustal|d18O|d18O_2sigma|Comments
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-7|82.7||0.000954|0.282535|0.000011|-7|1.57|6.98|0.19|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-8|82.7||0.00097|0.28252|0.000012|-7.6|1.6|6.58|0.24|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-9|82.7||0.001402|0.282531|0.000016|-7.2|1.58|6.6|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-10|82.7||0.001059|0.28252|0.000014|-7.6|1.6|6.92|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-1|81.1||0.000769|0.282523|0.000013|-7.5|1.59|6.97|0.34|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-2|81.1||0.00082|0.282536|0.000012|-7.1|1.57|7.4|0.24|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-3|81.1||0.000471|0.282526|0.000012|-7.4|1.58|7.02|0.2|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-4|81.1||0.001029|0.282523|0.000014|-7.5|1.59|6.72|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-5|81.1||0.001016|0.282541|0.000012|-6.9|1.55|7.11|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-6|81.1||0.001222|0.282551|0.000017|-6.5|1.53|6.66|0.13|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-7|81.1||0.000637|0.282538|0.000012|-7|1.56|6.87|0.31|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-8|81.1||0.000704|0.282522|0.000013|-7.5|1.6|6.85|0.32|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|HS10-03-9|81.1||0.000928|0.282533|0.000013|-7.1|1.57|6.49|0.29|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-1|87.4||0.000937|0.282577|0.000015|-5.5|1.47|6.24|0.22|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-2|87.4||0.000778|0.28261|0.000012|-4.3|1.4|6|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-3|87.4||0.000814|0.282581|0.000011|-5.3|1.46|6.14|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-4|87.4||0.001076|0.28259|0.000013|-5|1.44|6.02|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-5|87.4||0.000804|0.282572|0.000013|-5.7|1.48|6.22|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-6|87.4||0.000801|0.282585|0.000014|-5.2|1.45|5.94|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-7|87.4||0.000993|0.28257|0.000013|-5.7|1.49|7.12|0.21|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-8|87.4||0.000959|0.282593|0.000012|-4.9|1.43|6.58|0.2|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-9|87.4||0.00098|0.282599|0.000016|-4.7|1.42|6.35|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|TCG11-01-10|87.4||0.000988|0.282609|0.000014|-4.3|1.4|5.97|0.18|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@1|221|3|0.001382|0.282817|0.000012|5.8|0.86|6.5|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@2|220|3|0.001673|0.282819|0.000014|5.8|0.86|7|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@3|220|3|0.001623|0.282799|0.000012|5.1|0.9|6.5|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@4|222|3|0.001479|0.282808|0.000013|5.5|0.88|6.6|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@5|223|3|0.001454|0.282799|0.000012|5.2|0.9|6.7|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@5|219|3|0.001454|0.282799|0.000012|5.2|0.9|6.7|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@6|221|3|0.001064|0.282806|0.000014|5.5|0.88|7|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@7|223|3|0.001404|0.282792|0.000013|5|0.91|6.1|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@8|224|3|0.00186|0.282821|0.000015|6|0.85|6.7|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@9|224|3|0.001656|0.282834|0.000012|6.5|0.82|0.3||Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@10|223|3|0.001666|0.282801|0.000012|5.3|0.89|6.5|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@11|222|3|0.00103|0.282821|0.000014|6.1|0.84|6.4|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@12|224|3|0.001692|0.282816|0.000014|5.8|0.86|6.6|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@13|223|3|0.001121|0.282821|0.000015|6.1|0.84|6.6|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@14|225|3|0.001495|0.282803|0.000015|5.4|0.89|6.7|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@15|220|3|0.001755|0.282811|0.000013|5.6|0.87|6.5|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@16|220||0.001503|0.282802|0.000012|5.3|0.89|6.8|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@17|220||0.001577|0.282813|0.000013|5.6|0.87|6.7|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF107@18|220||0.000801|0.282794|0.000012|5.1|0.9|6.8|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@1|224|3|0.001568|0.282704|0.000015|1.9|1.11|6.2|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@2|219|3|0.002522|0.282707|0.000035|1.7|1.12|6|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@3|223|3|0.002414|0.282722|0.00002|2.4|1.08|5.8|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@4|229|3|0.001912|0.282776|0.000017|4.5|0.95|5.6|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@5|227|3|0.003722|0.282753|0.000017|3.4|1.02|5.7|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@6|219|3|0.001094|0.28278|0.00002|4.5|0.94|6.3|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@7|222|3|0.002578|0.282782|0.000018|4.4|0.95|6|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@8|220||0.002653|0.282769|0.000018|3.9|0.98|5.5|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@9|221|3|0.001597|0.28275|0.000016|3.4|1.01|5.2|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@10|230|3|0.001849|0.282735|0.000015|3.1|1.04|5.3|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@11|220||0.003725|0.28273|0.000017|2.4|1.07|5.6|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@12|224|3|0.000946|0.282708|0.000015|2.1|1.1|5.4|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@13|220|3|0.002418|0.282744|0.000017|3.1|1.03|5.8|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@14|222|3|0.001228|0.282736|0.000015|3|1.04|5|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@15|222|3|0.000943|0.282768|0.000015|4.2|0.96|6.7|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@16|218|3|0.001579|0.282772|0.000015|4.2|0.96|5.9|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@17|230|3|0.000671|0.282722|0.000017|2.8|1.06|6.3|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@18|220||0.003616|0.282748|0.000016|3.1|1.03|6.4|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@20|220||0.001647|0.282788|0.000016|4.8|0.93|5.6|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF109@21|220||0.00121|0.282793|0.000015|5|0.91|6.2|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@1|227|3|0.001166|0.2827|0.000012|1.9|1.11|6|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@2|217|3|0.002396|0.282854|0.000016|6.9|0.79|6.9|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@3|225|3|0.002159|0.282788|0.000015|4.8|0.93|6.7|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@4|217|3|0.001822|0.282803|0.000014|5.2|0.89|6|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@5|219|3|0.001452|0.28278|0.000012|4.5|0.94|6.3|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@6|224|3|0.00451|0.282813|0.000016|5.3|0.89|5.6|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@8|224|3|0.001705|0.282783|0.000015|4.7|0.93|6.7|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@9|223|3|0.001333|0.282719|0.000014|2.4|1.08|5.9|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@10|216|3|0.001061|0.282749|0.000013|3.4|1.01|6.3|0.2|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@11|220|3|0.002005|0.282736|0.000018|2.9|1.05|6.7|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@12|222|3|0.002054|0.282814|0.000017|5.7|0.87|5.9|0.3|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
Payne et al., 2016 LITHOS|Yang JH et al. (2012)|Asia|China, Liaodong Peninsula, Mayihe Pluton|08JF111@13|222|3|0.00166|0.282788|0.000018|4.8|0.92|6.4|0.4|Enriched or Depleted Mantle source with mixing of crustally-derived melts (in source or lower crust but not pre-existing source contamination)
