Database|Reference|Continent|Locality|Sample_ID|Age|Age_1sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf(T)|Tdm_Crustal|d18O|d18O_2sigma|Comments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tonglushan Pluton| TLS01-11|143||0.000575|0.282503|0.000009|-6.9|1.6|7.2|0.24|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tonglushan Pluton| TLS01-12|140||0.000573|0.282475|0.000011|-7.9|1.66|7.5|0.31|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tonglushan Pluton| TLS01-13|140||0.000548|0.282538|0.000008|-5.7|1.52|7.3|0.29|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tonglushan Pluton| TLS01-14|131||0.000876|0.282597|0.000011|-3.8|1.4|7.4|0.33|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tonglushan Pluton| TLS01-15|140||0.000753|0.282508|0.00001|-6.8|1.59|7.2|0.35|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-1|1088||0.000603|0.282291|0.000011|6.5|1.5|7.4|0.33|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-9|447||0.000837|0.282527|0.000013|0.6|1.36|7.9|0.32|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-3|142||0.000949|0.282562|0.000011|-4.8|1.47|7.8|0.27|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-4|139||0.000914|0.282578|0.000012|-4.3|1.44|7.4|0.27|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-6|160||0.001245|0.282567|0.00001|-4.3|1.45|8.3|0.29|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-8|150||0.00092|0.282575|0.000008|-4.2|1.44|7.9|0.39|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-11|142||0.000895|0.282551|0.000009|-5.2|1.49|7.8|0.22|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-13|149||0.000838|0.282496|0.000013|-7|1.61|8.1|0.27|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Fengshandong Pluton| FS07-14|142||0.001306|0.282537|0.000016|-5.7|1.53|7.4|0.23|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-6|314||0.000901|0.282655|0.000008|2.2|1.16|7.5|0.28|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-10|216||0.000922|0.282586|0.000009|-2.4|1.37|7|0.36|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-3|370||0.000484|0.282591|0.000008|1.2|1.26|8.2|0.23|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-14|143||0.000809|0.282604|0.000007|-3.3|1.38|7.7|0.32|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-1|129||0.00077|0.282716|0.000007|0.4|1.13|7.9|0.36|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-2|143||0.000721|0.281967|0.000014|-25.8|2.78|7.7|0.32|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-4|141||0.000978|0.282744|0.000007|1.6|1.06|7.5|0.37|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-5|151||0.000779|0.282608|0.000008|-3|1.36|7.6|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-7|143||0.001376|0.282146|0.000008|-19.6|2.39|7.6|0.17|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-8|148||0.000806|0.282608|0.000007|-3.1|1.36|7.3|0.39|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-9|139||0.000916|0.282691|0.000008|-0.3|1.18|6.8|0.39|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-11|143||0.000832|0.282043|0.000027|-23.2|2.61|7.2|0.44|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-12|146||0.000954|0.282612|0.000008|-3|1.36|7.3|0.28|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-13|143||0.000911|0.282632|0.000009|-2.3|1.31|7.2|0.25|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Wushan Pluton| WS02-15|133||0.001091|0.282604|0.000011|-3.5|1.38|7.1|0.27|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S02|132||0.00099|0.282334|0.000013|-13.1|1.98|6.6|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S04|160||0.000895|0.282188|0.000013|-17.7|2.29|6.3|0.4|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S05|146||0.000774|0.282364|0.000014|-11.7|1.91|6.1|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S06|143||0.001173|0.282303|0.000017|-14|2.04|5.8|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S12|139||0.001283|0.282312|0.000017|-13.8|2.03|6.4|0.4|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S15|134||0.000879|0.282401|0.000013|-10.7|1.83|6.5|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S19|142||0.000801|0.282228|0.000014|-16.6|2.21|6.6|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S22|143||0.000746|0.282283|0.000015|-14.7|2.09|7|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S03|2147||0.000483|0.281297|0.000014|-4.8|3.01|7.8|0.2|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-1.S09|2410||0.0009|0.281105|0.000082|-6.3|3.3|7|0.2|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S03|140||0.001183|0.282251|0.000011|-15.9|2.16|8|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S06|138||0.000795|0.282313|0.000012|-13.7|2.02|7|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S09|137||0.000651|0.282443|0.000016|-9.1|1.74|7.1|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S12|138||0.001023|0.282221|0.000016|-17|2.23|7.5|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S13|138||0.000822|0.282264|0.000016|-15.4|2.13|8.5|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S14|134||0.001063|0.282379|0.000015|-11.5|1.88|7.4|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S16|137||0.000655|0.282311|0.000016|-13.8|2.03|8.4|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S20|134||0.000658|0.28232|0.000014|-13.5|2.01|7.1|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S23|133||0.000765|0.282408|0.000014|-10.5|1.82|6.7|0.3|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S01|1876||0.000006|0.280978|0.00001|-21.7|3.8|6.6|0.2|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S02|1966||0.000007|0.281044|0.000014|-17.3|3.61|14.1|0.2|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S04|2086||0.000039|0.281388|0.000014|-2.3|2.82|14.4|0.2|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S05|137||0.001176|0.282478|0.000014|-7.9|1.66|6.5|0.2|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S07|2012||0.000228|0.281029|0.000013|-17.1|3.63|6.2|0.3|Inherited
Payne et al., 2016 LITHOS|Wang et al. (2013)|Asia|China, Lower Yangtze River Belt, Mesozoic Adakites, Tongguanshan quartz diorite| TGS-7-2.S08|133||0.000658|0.282469|0.000015|-8.3|1.68|9.6|0.6|Melting of water-rich subducted oceanic crust containing sediments
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-1|85.5||0.001487|0.282567|0.000032|-5.9|1.5|7.19|0.19|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-2|85.5||0.000828|0.282539|0.000024|-6.9|1.56|7.37|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-3|85.5||0.000703|0.282566|0.000032|-5.9|1.49|6.69|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-4|85.5||0.001052|0.282606|0.000024|-4.5|1.41|6.64|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-5|85.5||0.001009|0.282564|0.00004|-6|1.5|7.02|0.33|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-6|85.5||0.001505|0.282543|0.000028|-6.7|1.55|7.33|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-7|85.5||0.00113|0.282569|0.000024|-5.8|1.49|6.81|0.25|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-8|85.5||0.00113|0.282558|0.000028|-6.2|1.51|6.83|0.21|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-9|85.5||0.001268|0.282549|0.000034|-6.5|1.53|7.29|0.37|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-10|85.5||0.000815|0.282614|0.00003|-4.2|1.39|6.32|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-11|85.5||0.000837|0.282569|0.000034|-5.8|1.49|7.02|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-12|85.5||0.00071|0.28256|0.000024|-6.1|1.51|7.2|0.31|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-13|85.5||0.00083|0.282553|0.00003|-6.4|1.52|7.32|0.39|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-14|85.5||0.000825|0.282563|0.000032|-6|1.5|7|0.32|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-15|85.5||0.001436|0.282631|0.000028|-3.6|1.35|5.94|0.41|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-16|85.5||0.001412|0.282566|0.000042|-5.9|1.5|7.06|0.34|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-17|85.5||0.00092|0.282581|0.00003|-5.4|1.46|7.15|0.43|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-18|85.5||0.000937|0.282537|0.00002|-6.9|1.56|7.42|0.24|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-19|85.5||0.000808|0.282567|0.000024|-5.9|1.49|7.04|0.36|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-32-20|85.5||0.00074|0.282564|0.000026|-6|1.5|7.23|0.26|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-1|84.8||0.001002|0.282564|0.000011|-6|1.5|6.8|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-2|84.8||0.00107|0.282545|0.00002|-6.7|1.54|6.8|0.43|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-3|84.8||0.000946|0.282533|0.000012|-7.1|1.57|7.54|0.29|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-4|84.8||0.001366|0.282572|0.000017|-5.7|1.48|6.83|0.34|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-5|84.8||0.00117|0.282558|0.000017|-6.2|1.51|6.93|0.32|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-6|84.8||0.000824|0.282575|0.000011|-5.6|1.48|6.74|0.22|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-7|84.8||0.001455|0.28258|0.000014|-5.5|1.47|7.03|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-8|84.8||0.001137|0.282548|0.000018|-6.6|1.54|6.71|0.24|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-9|84.8||0.001975|0.282585|0.000016|-5.3|1.46|6.86|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-10|84.8||0.001529|0.282565|0.000014|-6|1.5|6.92|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-11|84.8||0.001106|0.282553|0.000014|-6.4|1.53|7.03|0.26|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-12|84.8||0.001755|0.282556|0.000014|-6.3|1.52|6.98|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-13|84.8||0.001012|0.282558|0.000013|-6.2|1.51|7.01|0.29|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-14|84.8||0.00192|0.282544|0.000016|-6.8|1.55|7.35|0.4|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-15|84.8||0.000869|0.282557|0.000014|-6.2|1.52|6.79|0.19|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-16|84.8||0.001566|0.282575|0.000011|-5.6|1.48|7.03|0.21|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-17|84.8||0.00137|0.282566|0.000011|-5.9|1.5|6.93|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-18|84.8||0.001729|0.282556|0.000012|-6.3|1.52|6.99|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-19|84.8||0.001235|0.282597|0.000018|-4.8|1.43|6.7|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-31-20|84.8||0.001249|0.282593|0.00001|-5|1.44|6.7|0.21|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-1|84.8||0.000963|0.282585|0.000015|-5.2|1.45|6.45|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-2|84.8||0.001243|0.282561|0.000013|-6.1|1.51|6.99|0.31|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-3|84.8||0.001767|0.282563|0.000012|-6.1|1.51|7.01|0.25|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-4|84.8||0.001297|0.282567|0.000013|-5.9|1.5|7.02|0.27|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-5|84.8||0.001301|0.282507|0.000011|-8|1.63|8.4|0.32|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-6|84.8||0.001579|0.282576|0.000015|-5.6|1.48|7.07|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-7|84.8||0.002055|0.282551|0.000016|-6.5|1.53|7.18|0.36|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-8|84.8||0.001858|0.282564|0.000017|-6|1.5|7.18|0.24|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-9|84.8||0.001426|0.282577|0.000014|-5.6|1.47|6.78|0.24|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-10|84.8||0.001452|0.282571|0.000015|-5.8|1.49|6.81|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-11|84.8||0.002242|0.282585|0.000012|-5.3|1.46|6.67|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-12|84.8||0.002125|0.282568|0.000012|-5.9|1.5|6.82|0.36|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-13|84.8||0.00212|0.282566|0.000014|-6|1.5|7|0.3|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-14|84.8||0.002177|0.282565|0.000016|-6|1.5|7.05|0.29|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|XWC11-01-15|84.8||0.002443|0.282577|0.000014|-5.6|1.48|7.01|0.32|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-1|82.7||0.000963|0.282486|0.00001|-8.8|1.67|7.32|0.22|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-2|82.7||0.001063|0.282481|0.000011|-9|1.69|7.05|0.23|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-3|82.7||0.000836|0.282501|0.000011|-8.3|1.64|6.78|0.28|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-4|82.7||0.000913|0.282518|0.000011|-7.7|1.6|6.65|0.2|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-5|82.7||0.00094|0.282511|0.000013|-7.9|1.62|6.94|0.31|Partial melting of ancient mafic/intermediate crust with mantle input
Payne et al., 2016 LITHOS|Wang et al. (2014)|Asia|China, Yidun Terrane|RL11-10-6|82.7||0.001724|0.282539|0.000014|-7|1.56|6.8|0.21|Partial melting of ancient mafic/intermediate crust with mantle input
