Database|Continent|Sample_ID|Pb207_Pb206|Pb207_Pb206_2sigma|Pb207_U235|Pb207_U235_2sigma|Pb206_U238|Pb206_U238_2sigma|Pb208_Th232|Pb208_Th232_2sigma|Age_Pb206_Pb207|Age_Pb206_Pb207_2sigma|Age_Pb207_U235|Age_Pb207_U235_2sigma|Age_Pb206_U238|Age_Pb206_U238_2sigma|Age_Pb208_Th232|Age_Pb208_Th232_2sigma|Discordance|Age|Age_2sigma|Th_U|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Yb176_Hf177|Hf176_Hf177_initial|eHf_initial|eHf_initial_2sigma|Tdm|Tdm_Crustal
TerraneChron|Africa|11778|0.18612|0.00384|12.9307|0.25782|0.50383|0.00998|0.08974|0.00216|2708.1753987906|34|2674.6154620353|17.67575213|2630.2348894386|42.6745238316|1737.021438659|40.041528032|2.8779712491|2708.1753987906|34|1.0269371983|0.281007|0.000011|0.00070147|0.0217171|0.2809706206|-2.8312106418|0.3914493233|3.0724590369|3.3081725341
TerraneChron|Africa|11779|0.17466|0.00374|11.94472|0.24782|0.49582|0.01002|0.13937|0.00372|2602.8058932787|36|2600.0791826132|18.3257155206|2595.8069392911|43.0745697158|2637.2001631196|65.930865306|0.2689003435|2602.8058932787|36|0.5926921769|0.281033|0.0000083|0.000977545|0.0292918|0.2809843237|-4.7844706603|0.2953389815|3.0593311388|3.3512294312
TerraneChron|Africa|11781|0.17374|0.0035|11.776|0.22872|0.49144|0.00968|0.14655|0.00356|2594.0013446298|34|2586.7577914532|17.2113227806|2576.9031181632|41.7386979452|2764.1724781174|62.702514994|0.6591448575|2594.0013446298|34|0.4370727091|0.281061|0.000015|0.00136815|0.0423818|0.2809931098|-4.6756175142|0.5336919743|3.0524370099|3.3374776003
TerraneChron|Africa|11782|0.17826|0.00354|12.23625|0.22208|0.49763|0.0092|0.13974|0.00292|2636.7484307795|34|2622.6930778926|16.1550734516|2603.6026339522|39.509772925|2643.7628341386|51.7457178184|1.2570708847|2636.7484307795|34|0.4297973789|0.281022|0.0000087|0.00109385|0.0337369|0.2809668044|-4.6221114243|0.309584303|3.0835423485|3.3671300988
TerraneChron|Africa|11784|0.17861|0.0037|12.43679|0.21542|0.50515|0.00862|0.12932|0.00342|2640.0059559172|36|2637.9615852999|15.4603038222|2635.8908042445|36.8393077012|2458.1239348471|61.1578523672|0.1558766056|2640.0059559172|36|0.6635883432|0.281037|0.0000098|0.0010234|0.0301473|0.2809852939|-3.8889189206|0.348708533|3.0575631565|3.3228940444
TerraneChron|Africa|11785|0.16413|0.00714|10.21137|0.37658|0.45121|0.01044|0.12541|0.00284|2498.657283707|74|2454.1081808673|31.2484755968|2400.6297579626|46.254862138|2388.0225105019|50.9698787596|3.923208132|2498.657283707|74|1.2250704898|0.281087|0.000011|0.00123444|0.0396021|0.2810280491|-5.6361023901|0.3913379132|3.0062905961|3.3249797835
TerraneChron|Africa|11786|0.17823|0.00506|12.0135|0.24964|0.48887|0.00942|0.1348|0.0027|2636.4688696204|48|2605.4599991591|18.3551579636|2565.7852891088|40.6903632708|2555.9661233463|48.0579952488|2.680994315|2636.4688696204|48|0.4409410282|0.281051|0.000012|0.00148744|0.0502218|0.280975952|-4.3031577493|0.4269687708|3.0757564149|3.3465741659
TerraneChron|Africa|11789|0.1615|0.00628|9.81235|0.31948|0.44066|0.0094|0.12266|0.00264|2471.4252968817|68|2417.3112649941|27.8340132526|2353.5944684519|41.96294521|2338.5723992331|47.4988831396|4.7677276986|2471.4252968817|68|0.9992833005|0.281112|0.0000092|0.000648321|0.0210245|0.2810813846|-4.3678330097|0.3272716924|2.9272130611|3.2230384123
TerraneChron|Africa|11793|0.1813|0.00358|12.56354|0.24544|0.5026|0.01006|0.11109|0.00216|2664.7982365836|34|2647.4948574792|17.3310164272|2624.9601350712|43.0509593142|2129.1867706382|39.272115452|1.4949762787|2664.7982365836|34|0.650887236|0.281007|0.0000089|0.00100598|0.0302466|0.2809556848|-4.3680710215|0.3167180889|3.0967993189|3.3726262647
TerraneChron|Africa|11796|0.17488|0.0035|10.53905|0.18774|0.43756|0.00786|0.11492|0.00206|2604.9033534088|34|2483.3598368627|15.7902189894|2339.7081833924|35.177322227|2198.7398374752|37.3262315324|10.1806145579|2604.9033534088|34|0.4718198204|0.28116|0.00001|0.002915|0.103103|0.2810147293|-3.65434303|0.3556693698|3.0406057119|3.2807834983
TerraneChron|Africa|11798|0.17321|0.00336|11.05602|0.19912|0.46313|0.00862|0.12303|0.00212|2588.9045438054|34|2527.8612176959|15.9870515978|2453.3632657548|37.8973050832|2345.2327348761|38.1354280654|5.2354683519|2588.9045438054|34|0.2393858003|0.28092|0.00001|0.000941652|0.032704|0.2808733675|-9.0528637804|0.3559732308|3.2090655467|3.6126725062
TerraneChron|Africa|11800|0.16997|0.0072|10.50732|0.35032|0.44834|0.01168|0.12419|0.0033|2557.347411392|72|2480.5638976639|28.4839909922|2387.8683192947|51.8352811324|2366.0995721455|59.2830272266|6.6271438656|2557.347411392|72|0.5447566988|0.281076|0.000015|0.00122722|0.0395754|0.2810159842|-4.7095285623|0.5336634931|3.0207234005|3.3112885378
TerraneChron|Africa|11804|0.17449|0.0035|11.03099|0.21176|0.45869|0.00894|0.12528|0.0025|2601.1830271134|34|2525.7509477229|16.9877242196|2433.7712984195|39.4206583908|2385.6875912597|44.8768445916|6.4359842021|2601.1830271134|34|0.4516237173|0.28107|0.00001|0.000851006|0.0274873|0.2810276517|-3.2807521648|0.3557832568|2.9993544506|3.2540819397
TerraneChron|Africa|11811|0.18194|0.0038|12.71531|0.24768|0.50683|0.00972|0.13407|0.00288|2670.6341165384|36|2658.7934478586|17.2868692686|2643.0820717489|41.4826992178|2542.9597128955|51.2925532834|1.0316667723|2670.6341165384|36|0.5866018683|0.28111|0.000018|0.000844351|0.0255998|0.2810668328|-0.2784660471|0.6403187364|2.9448016747|3.1163459333
TerraneChron|Africa|11812|0.17899|0.00356|12.48762|0.24626|0.50609|0.0101|0.13503|0.00262|2643.5343360896|34|2641.7954284121|17.4835444344|2639.9154781516|43.1215498096|2560.0623001944|46.625536295|0.1368946826|2643.5343360896|34|0.5195598775|0.281074|0.0000073|0.000899217|0.0281166|0.2810285059|-2.2699243177|0.2597180814|2.9977003722|3.2223798435
TerraneChron|Africa|11814|0.1732|0.00506|10.93014|0.23956|0.45769|0.00886|0.12655|0.0026|2588.8082036933|50|2517.2036057902|19.257537074|2429.3504654452|39.095481076|2408.4864106975|46.6181392256|6.1595037446|2588.8082036933|50|0.4057775728|0.281125|0.0000073|0.000903948|0.0276886|0.2810802364|-1.6965592112|0.2596709649|2.929053445|3.1434860205
TerraneChron|Africa|11817|0.12621|0.00264|6.40206|0.12432|0.36756|0.00696|0.12024|0.00376|2045.836063336|38|2032.5514949977|16.5446481188|2017.9089768706|32.7511441554|2294.9559993003|67.7771103396|1.3650696146|2045.836063336|38|0.2027858562|0.281143|0.000008|0.00142086|0.0363637|0.2810876794|-13.9154809709|0.2845527009|2.9442301709|3.5027020513
TerraneChron|Africa|11818|0.17795|0.00366|12.14059|0.22298|0.49429|0.00894|0.16211|0.00478|2633.8570001323|34|2615.3281343493|16.3352587184|2589.20984784|38.481499701|3036.6309918364|83.0379061376|1.6951243856|2633.8570001323|34|0.3644343077|0.281091|0.0000093|0.000767371|0.022488|0.281052322|-1.6467901161|0.3308537093|2.9645567619|3.1751571849
TerraneChron|Africa|11820|0.17518|0.00374|12.15756|0.26952|0.50281|0.01102|0.14865|0.0054|2607.7585962121|36|2616.6385727494|19.5121159994|2625.8610084831|47.1413461926|2801.1589642454|94.8930926688|-0.6941751548|2607.7585962121|36|0.432315505|0.281041|0.0000086|0.000877546|0.0263001|0.2809972179|-4.2111982654|0.3060051736|3.0405943791|3.3185027
TerraneChron|Africa|11821|0.1761|0.00352|12.11477|0.21294|0.49861|0.00882|0.15356|0.00476|2616.4794209904|34|2613.3310412691|15.666480535|2607.8195766028|37.856660474|2887.3736813257|83.3037712498|0.3309731511|2616.4794209904|34|0.3836865598|0.281055|0.000011|0.000834133|0.024681|0.2810132412|-3.4393772156|0.3913824696|3.0182866271|3.2760291266
TerraneChron|Africa|11823|0.09474|0.00296|3.07848|0.07062|0.23568|0.00504|0.06921|0.00184|1522.9097181337|60|1427.3487028307|17.2783510294|1364.1993607659|26.2600825572|1352.6034972414|34.7671674488|10.4215210841|1522.9097181337|60|0.069072789|0.281304|0.0000091|0.000266329|0.0112275|0.2812963189|-18.3868058377|0.3234934448|2.6422404145|3.383358669
TerraneChron|Africa|11824|0.16919|0.00526|11.24571|0.2741|0.48207|0.00926|0.13359|0.00278|2549.6457449427|54|2543.7129223469|21.299368562|2536.2756436855|40.1843565178|2534.4029894219|49.533763575|0.5243905466|2549.6457449427|54|0.4038325269|0.281002|0.0000079|0.0013855|0.0453459|0.2809344527|-7.7874257895|0.2811367891|3.1345136623|3.5016090344
TerraneChron|Africa|11826|0.18153|0.00496|12.20468|0.24778|0.48761|0.00888|0.13422|0.00266|2666.8982448047|46|2620.2683781393|17.9622011568|2560.3275118991|38.3954469392|2545.6329462688|47.3707092082|3.9960554593|2666.8982448047|46|0.3487630627|0.281153|0.0000066|0.000676541|0.0178941|0.2811184616|1.4717634876|0.2347476285|2.874135002|3.001844023
TerraneChron|Africa|11828|0.17528|0.00538|11.74403|0.2686|0.48593|0.00996|0.13421|0.00294|2608.7090830472|52|2584.2137651967|20.0806537844|2553.0432803244|43.1022594668|2545.4547417097|52.3539006376|2.1338447849|2608.7090830472|52|0.296508503|0.281182|0.0000078|0.00158016|0.0509452|0.281103134|-0.4214904198|0.2774004026|2.902857859|3.077568007
TerraneChron|Africa|11830|0.18002|0.00532|11.87905|0.26956|0.47858|0.00904|0.13184|0.00272|2653.0546497041|50|2594.9149212489|19.9368453936|2521.0776324945|39.324403759|2503.1758875185|48.5403507264|4.9745306688|2653.0546497041|50|0.4057348222|0.281157|0.0000087|0.00043451|0.0124435|0.2811349357|1.7369827361|0.3094356534|2.8509136493|2.9742230481
TerraneChron|Africa|11831|0.18503|0.0039|13.10853|0.2407|0.51382|0.00914|0.15349|0.00346|2698.4804813638|36|2687.4951302288|16.3573787126|2672.9170513494|38.8328874564|2886.1471314128|60.5760663358|0.9473268453|2698.4804813638|36|0.2919198456|0.281133|0.000011|0.000445554|0.0123968|0.2811099776|1.9023010813|0.391273881|2.8838649386|2.9988172643
TerraneChron|Africa|11832|0.17851|0.00492|12.12554|0.24776|0.49264|0.00908|0.13582|0.00272|2639.0759895212|46|2614.1645433198|18.0691270004|2582.0877629687|39.1259584726|2574.1254581121|48.3702616314|2.159400744|2639.0759895212|46|0.2357783184|0.28111|0.00001|0.00028597|0.00703484|0.2810955569|0.012167617|0.3557326314|2.9027567465|3.0734022078
TerraneChron|Africa|11835|0.17311|0.00782|10.8352|0.39766|0.45394|0.01198|0.12552|0.00352|2587.9408517921|78|2509.0908685094|31.116624577|2412.745287899|52.957937354|2389.9980007442|63.1570366832|6.7696896462|2587.9408517921|78|0.4414307754|0.281127|0.000012|0.00087335|0.0285619|0.2810837664|-1.5910589044|0.4268533439|2.9240202119|3.1360873689
TerraneChron|Africa|11836|0.18488|0.00386|13.18223|0.23328|0.51724|0.00892|0.16153|0.00312|2697.141158864|36|2692.7854723979|15.7974167626|2687.464269721|37.814824952|3026.5407087336|54.2500109506|0.358783192|2697.141158864|36|0.529350507|0.281176|0.000011|0.00168223|0.0436914|0.2810891212|1.1291613095|0.3912140439|2.9190211935|3.0470844753
TerraneChron|Africa|11838|0.18102|0.00488|12.5782|0.2525|0.50396|0.00906|0.13876|0.00292|2662.2375415424|46|2648.5917301932|17.7818084052|2630.7921316957|38.7461265068|2626.3759699283|51.7902494172|1.1811646916|2662.2375415424|46|0.2680810378|0.281131|0.00001|0.000347679|0.00950929|0.2811132823|1.1794608368|0.3557060587|2.8793053448|3.0168791571
TerraneChron|Africa|11839|0.18772|0.00388|13.20481|0.23636|0.51023|0.00898|0.1637|0.00326|2722.288433899|34|2694.4008119457|15.9693353124|2657.6113270488|38.2453180708|3064.2664806851|56.5766271318|2.3758359344|2722.288433899|34|0.3616641682|0.281114|0.0000093|0.000590686|0.0153736|0.2810832023|1.5020319801|0.3308266397|2.9201790641|3.0427577399
TerraneChron|Africa|11841|0.18818|0.00604|13.09867|0.31458|0.50485|0.01074|0.13849|0.00308|2726.3202697109|54|2686.785263435|21.0414511206|2634.6058047355|45.8844778872|2621.5830822848|54.6388438216|3.3640385539|2726.3202697109|54|0.3425287933|0.281139|0.0000056|0.000205384|0.00593451|0.2811282752|3.1994107165|0.1991897247|2.8582004663|2.9376343979
TerraneChron|Africa|11842|0.18485|0.0038|13.16059|0.23802|0.5165|0.00918|0.15869|0.00286|2696.8731438008|34|2691.2349637653|16.1256139058|2684.3194078743|38.9335197214|2977.0602652254|49.8543014904|0.4654922667|2696.8731438008|34|0.5296773091|0.281164|0.0000067|0.00148261|0.0422566|0.2810874384|1.0630700291|0.2382950876|2.9201480692|3.0510918122
TerraneChron|Africa|11844|0.18679|0.00418|13.3641|0.29556|0.51903|0.0109|0.14787|0.0041|2714.1022001396|38|2705.7237530473|19.4860635366|2695.065097528|46.1315002518|2787.4290261157|72.1208067566|0.7014143613|2714.1022001396|38|0.3719284998|0.281125|0.000013|0.000576341|0.0169171|0.2810950429|1.7333625214|0.4624277457|2.9043290418|3.0216737809
TerraneChron|Africa|11845|0.18757|0.00382|13.47458|0.2399|0.52109|0.00916|0.16202|0.00272|2720.9712412605|34|2713.5035868346|15.8936143082|2703.8013416549|38.7316613824|3035.0655883893|47.2796600456|0.6310209878|2720.9712412605|34|0.5755837549|0.281134|0.00001|0.00169739|0.0486093|0.2810455439|0.1315052903|0.355702263|2.9782779191|3.1291374664
TerraneChron|Africa|11846|0.1752|0.00718|11.88028|0.40002|0.49181|0.01154|0.13584|0.0032|2607.9487439405|70|2595.0118896993|28.7469962612|2578.5021616625|49.7233708404|2574.4813604636|56.8983683408|1.1291089346|2607.9487439405|70|0.9620018481|0.281242|0.000012|0.00336005|0.0967842|0.2810743494|-1.4630305893|0.4266788033|2.9595542546|3.1433989665
TerraneChron|Africa|11847|0.18858|0.0039|13.34367|0.25028|0.51323|0.00942|0.15944|0.00286|2729.8169890592|34|2704.2785499347|16.6932520456|2670.4041200032|40.0353291722|2990.1390587595|49.8220525374|2.1764414719|2729.8169890592|34|0.7861661911|0.28117|0.0000072|0.000994829|0.0310311|0.2811179836|2.9143852512|0.2560728385|2.8748767837|2.9585151773
TerraneChron|Africa|11851|0.18146|0.00494|12.12858|0.24506|0.48476|0.00882|0.13344|0.0029|2666.2594378071|46|2614.39968847|17.8790269116|2547.9654667639|38.2097914498|2531.7282702835|51.6772014218|4.4367014464|2666.2594378071|46|0.2039146476|0.281161|0.0000079|0.000628146|0.0184866|0.2811289401|1.8297527269|0.2809778028|2.8597785554|2.9785209156
TerraneChron|Africa|11852|0.16761|0.00532|10.54945|0.26688|0.45649|0.00874|0.12662|0.00276|2533.9174498595|54|2484.2745766222|22.0242687254|2424.0414608842|38.5988993426|2409.742291069|49.4818959254|4.3362102811|2533.9174498595|54|0.560464368|0.281138|0.000004|0.000304546|0.00936387|0.2811232462|-1.4360118902|0.1422788808|2.8667879346|3.0844132722
TerraneChron|Africa|11853|0.18605|0.00416|13.22749|0.30994|0.51598|0.01154|0.15037|0.00518|2707.55476069|38|2696.0207225778|20.564509033|2682.1085867592|48.9306071674|2831.4023195282|90.8959648728|0.9398212106|2707.55476069|38|0.1919877722|0.281125|0.0000076|0.000573411|0.0159578|0.2810952689|1.5894813568|0.2703423744|2.9041097991|3.0257846905
TerraneChron|Africa|11855|0.18322|0.00376|12.78237|0.25962|0.50603|0.01014|0.14298|0.00276|2682.2349917804|34|2663.7459909491|17.983404973|2639.6586591331|43.2936218632|2701.1397038264|48.7736387228|1.5873453585|2682.2349917804|34|0.4197494613|0.281146|0.00001|0.000769872|0.024513|0.2811064652|1.4005420209|0.3556870807|2.8905362615|3.0182486912
TerraneChron|Africa|11856|0.18326|0.00384|11.92804|0.21968|0.4721|0.00844|0.12217|0.00222|2682.5960084363|36|2598.7699607386|16.3704658908|2492.7635956927|36.8815007998|2329.7485755383|39.9638753224|7.0764443154|2682.5960084363|36|0.859796048|0.281193|0.0000086|0.000739984|0.0215195|0.2811549948|3.1355339962|0.3058397613|2.8248486482|2.9078873966
TerraneChron|Africa|11857|0.18733|0.00382|13.14776|0.2416|0.50915|0.00926|0.145|0.00264|2718.8612043844|34|2690.3145734588|16.3696643448|2652.999699752|39.4632934198|2736.8294493422|46.5721363716|2.4223930418|2718.8612043844|34|0.2757627488|0.281144|0.0000069|0.000439986|0.0110361|0.2811210892|2.770576243|0.2454258316|2.8687251062|2.9592116599
TerraneChron|Africa|11859|0.18048|0.0052|11.99475|0.25408|0.48202|0.00938|0.13275|0.00272|2657.2860922818|48|2603.9959686652|18.6897722448|2536.0581599322|40.705260963|2519.420001316|48.501355609|4.5620956171|2657.2860922818|48|0.3650329042|0.281125|0.0000074|0.00105381|0.0276526|0.2810714003|-0.4253220397|0.2632281014|2.9405043951|3.115386341
TerraneChron|Africa|11861|0.18619|0.0039|13.3938|0.25008|0.52174|0.00948|0.15458|0.0032|2708.7957675857|36|2707.8210471755|16.6225736406|2706.5554680978|40.064417739|2905.2378267486|55.9748503318|0.0827046289|2708.7957675857|36|0.3387866695|0.281158|0.0000095|0.000712941|0.0203997|0.281121017|2.534414159|0.3378883048|2.8700978602|2.9664861817
TerraneChron|Africa|11862|0.17713|0.00518|12.11179|0.27022|0.49593|0.00936|0.13683|0.00274|2626.1804719163|50|2613.100294918|19.6279913188|2596.2809799432|40.2409763698|2592.0906987133|48.6823923476|1.1385162708|2626.1804719163|50|0.5086313823|0.281188|0.0000085|0.000712542|0.0198021|0.2811521928|1.7282615128|0.3022888601|2.8295916295|2.9539922044
TerraneChron|Africa|11863|0.18172|0.0038|12.57673|0.22698|0.502|0.0088|0.14523|0.00264|2668.6307143791|36|2648.4817970732|16.0794084168|2622.3855171116|37.6857570624|2740.8891398948|46.5627831488|1.732918572|2668.6307143791|36|0.6369295675|0.281173|0.000009|0.000748468|0.0225864|0.2811347642|2.0919320629|0.3200876329|2.8524850906|2.9636358907
TerraneChron|Africa|11864|0.1912|0.00406|14.00419|0.26202|0.53126|0.00958|0.1676|0.0036|2752.5112132622|36|2749.9918722945|16.6626605628|2746.7585876024|40.2343242294|3131.8920666563|62.2632863076|0.2089955395|2752.5112132622|36|0.3828605032|0.281143|0.0000086|0.000487961|0.0130293|0.2811172685|3.4159391714|0.3058941535|2.8736045964|2.9440848853
TerraneChron|Africa|11865|0.18226|0.00494|12.35904|0.24358|0.4918|0.00916|0.13532|0.0027|2673.5431609575|46|2632.0691569673|17.4703467912|2578.4589494854|39.4921187908|2565.2258619953|48.0359836948|3.5564868696|2673.5431609575|46|0.243782668|0.281183|0.00001|0.000621387|0.0165618|0.2811511963|2.7904485844|0.355640277|2.8296656188|2.9228911964
TerraneChron|Africa|11866|0.18492|0.00398|12.7815|0.251|0.5013|0.00946|0.1243|0.0027|2697.498434177|36|2663.6818937627|17.4213372228|2619.3804959621|40.5244164158|2368.077206136|48.506815804|2.8959400764|2697.498434177|36|0.6393969109|0.281155|0.000009|0.000413607|0.0122157|0.2811336364|2.7212958469|0.3201081254|2.8520611373|2.9458303139
TerraneChron|Africa|11871|0.17432|0.00352|11.7933|0.2115|0.4907|0.27616|0.13808|0.00218|2599.5583244308|34|2588.131793049|15.9568213544|2573.7038407365|1118.6639529028|2614.3028196679|38.695576054|0.9945721722|2599.5583244308|34|0.4796832413|0.280989|0.0000077|0.000830881|0.0297105|0.2809476796|-6.1631018003|0.2740320795|3.1070076272|3.4366328458
TerraneChron|Africa|11875|0.23162|0.00476|19.28266|0.34978|0.6039|0.33106|0.16553|0.00276|3063.2753313129|34|3056.0657296338|16.1373195146|3045.5320764622|1231.2929955888|3096.0266637321|47.829994584|0.5792249449|3063.2753313129|34|0.9532003769|0.280773|0.0000075|0.000471095|0.0127435|0.2807452721|-2.586333914|0.2671197017|3.3658992706|3.5672241516
TerraneChron|Africa|11877|0.17107|0.0053|11.30261|0.26448|0.47918|0.2653|0.13265|0.00284|2568.1391135493|54|2548.4199979592|20.5010994338|2523.6930228996|1085.6900161382|2517.6355722164|50.6440747404|1.7306730159|2568.1391135493|54|0.4844689369|0.280998|0.0000097|0.00105737|0.0310164|0.280946067|-6.9469601777|0.3451981865|3.1131416922|3.4623169906
TerraneChron|Africa|11879|0.17808|0.0036|12.07666|0.20798|0.49195|0.2986|0.1493|0.0025|2635.070245563|34|2610.376160572|15.3636706912|2579.1071017288|1202.5044652238|2812.5934591728|43.938932987|2.1237818585|2635.070245563|34|0.4272034361|0.281144|0.000009|0.00105555|0.0290733|0.2810907718|-0.2508511159|0.3201206499|2.9148045342|3.0870765114
TerraneChron|Africa|11881|0.1703|0.00482|10.86249|0.23608|0.4626|0.25624|0.12812|0.00288|2560.5934346751|48|2511.4294775276|19.1011414204|2451.027712198|1062.671327275|2436.6352783491|51.5630836278|4.2789191362|2560.5934346751|48|0.3761444415|0.281017|0.0000059|0.00100034|0.0299021|0.2809680159|-6.340664799|0.2099517111|3.0828095583|3.4178169671
TerraneChron|Africa|11884|0.07502|0.00236|1.26332|0.03226|0.12213|0.007354|0.03677|0.00072|1069.0374196038|64|829.3981437467|14.3571766082|742.8116997025|42.1697889902|729.8658112594|14.0341498794|10.4396717906|742.8116997025|42.1697889902|0.3204189344|0.281377|0.0000084|0.00255462|0.07695|0.281341325|-34.2547472608|0.2985318629|2.7030364797|3.7918576152
TerraneChron|Africa|11885|0.17578|0.00356|11.43273|0.20618|0.47183|0.22012|0.11006|0.00176|2613.4520978929|34|2559.1029205819|16.0261899|2491.5811410596|914.6386854934|2110.4409887303|32.0323935714|4.6632175478|2613.4520978929|34|0.4330107584|0.281093|0.0000096|0.000368131|0.0116369|0.2810745923|-1.327001648|0.3415239796|2.9315667215|3.1389812005
